ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor
16070;calleryana;Pyrus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16071;tulipifera;Liriodendron;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux
16072;sempervirens;Cupressus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16073;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16074;pseudoacacia;Robinia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16075;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16076;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16077;saccharinum;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16078;triacanthos;Gleditsia;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux
16079;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16080;monspessulanum;Acer;2015;2015;non;passages fréquents ou arrêts;vigoureux
16081;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16082;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16083;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16084;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16085;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16086;canadensis;Amélanchier;2008;2005;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16087;acerifolia;Platanus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux
16088;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16089;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16090;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16091;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16092;biloba;Ginkgo;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16093;lutea;Cladastris;2015;2015;non;passages fréquents ou arrêts;vigoureux
16094;orientalis;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16095;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16096;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16097;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16098;jullibrissin;Albizia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16099;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16100;ornus;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16101;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16102;henryana;Tilia;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16103;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16104;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16105;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16106;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16107;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16108;rubra;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16109;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16110;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vigoureux
16111;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16112;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16113;jullibrissin;Albizia;2006;2005;non;passages fréquents ou arrêts;vigoureux
16114;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16115;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16116;campestris;Acer;2005;2005;non;passages fréquents ou arrêts;vigoureux
16117;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16118;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16119;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16120;americana;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16121;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16122;orientalis;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16123;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16124;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16125;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16126;N/A;Quercus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16127;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16128;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16129;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16130;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16131;N/A;Acer;2004;2000;oui;passages fréquents ou arrêts;vigoureux
16132;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16133;N/A;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16134;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16135;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16136;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16137;utilis;Betula;2010;2010;oui;passages fréquents et arrêts fréquents;vigoureux
16138;baccata;Taxus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16139;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16140;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16141;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16142;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16143;colurna;Corylus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16144;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16145;avium;Prunus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16146;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
16147;robusta;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16148;thyphina;Rhus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16149;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16150;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16151;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16152;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16153;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16154;buergerianum;Acer;2015;2015;non;passages fréquents ou arrêts;vigoureux
16155;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16156;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
16157;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16158;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
16159;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16160;soulangiana;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16161;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16162;serrata;Zelkova;2007;2005;non;passages fréquents et arrêts fréquents;vigoureux
16163;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16164;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16165;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16166;grandiflora;Magnolia;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux
16167;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16168;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16169;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16170;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16171;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16172;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16173;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16174;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16175;tulipifera;Liriodendron;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux
16176;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16177;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16178;ornus;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16179;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16180;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16181;cordata;Alnus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16182;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16183;serrulata;Prunus;2008;2005;non;passages fréquents et arrêts fréquents;vigoureux
16184;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16185;serrulata;Prunus;2008;2005;non;passages fréquents et arrêts fréquents;vigoureux
16186;floribunda;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16187;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16188;nigra;Pinus;2004;2000;non;quelques passages;vigueur intermédiaire
16189;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16190;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16191;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16192;N/A;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16193;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16194;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16195;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16196;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16197;danielli;Tetradium;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16198;australis;Celtis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16199;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16200;yedoensis;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16201;ginnala;Acer;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16202;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16203;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16204;orientalis;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16205;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16206;excelsior;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16207;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16208;alba;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16209;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16210;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16211;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16212;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16213;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16214;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16215;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16216;N/A;Metasequoia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16217;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16218;cordata;Alnus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16219;cerris;Quercus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16220;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16221;verrucosa;Betula;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16222;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16223;pomifera;Maclura;2014;2010;non;passages fréquents ou arrêts;vigoureux
16224;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16225;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16226;N/A;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16227;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16228;cordata;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16229;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16230;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16231;tulipifera;Liriodendron;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16232;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16233;cordata;Alnus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16234;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16235;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16236;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16237;serrata;Zelkova;2009;2005;non;passages fréquents ou arrêts;vigoureux
16238;henryana;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16239;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16240;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16241;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16242;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16243;nigra;Pinus;2004;2000;non;quelques passages;vieillissement dépérissement
16244;mongolica;Tilia;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16245;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16246;arizonica;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16247;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16248;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16249;oxycarpa;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16250;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16251;platanoides;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16252;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16253;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16254;sylvestris;Pinus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16255;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16256;siliquastrum;Cercis;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16257;N/A;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16258;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16259;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16260;campestris;Acer;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux
16261;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16262;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16263;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16264;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16265;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16266;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16267;jullibrissin;Albizia;2006;2005;non;passages fréquents ou arrêts;vieillissement dépérissement
16268;serrulata;Prunus;2014;2010;non;passages fréquents ou arrêts;vigoureux
16269;nigra;Juglans;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16270;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16271;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16272;paniculata;Koelreuteria;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16273;N/A;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16274;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16275;griseum;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16276;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16277;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16278;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16279;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16280;sempervirens;Cupressus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16281;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16282;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16283;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16284;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16285;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16286;calleryana;Pyrus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16287;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16288;avium;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16289;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16290;campestre;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16291;N/A;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16292;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16293;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16294;campestris;Acer;2005;2005;non;passages fréquents ou arrêts;vigoureux
16295;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16296;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16297;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16298;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16299;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16300;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16301;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16302;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16303;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16304;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16305;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16306;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16307;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16308;triacanthos;Gleditsia;2014;2010;non;passages fréquents ou arrêts;vigoureux
16309;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16310;floribunda;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16311;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16312;cordata;Tilia;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire
16313;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vieillissement dépérissement
16314;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16315;castaneifolia;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16316;platanoides;Acer;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16317;atlantica;Cedrus;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux
16318;alba;Salix;2004;2000;non;passages fréquents ou arrêts;vigoureux
16319;leylandii;Cupressocyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16320;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16321;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16322;nigra;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16323;cerris;Quercus;2013;2010;oui;passages fréquents ou arrêts;vigoureux
16324;sylvestris;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16325;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16326;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16327;N/A;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16328;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16329;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16330;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16331;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16332;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16333;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16334;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16335;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16336;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16337;siliquastrum;Cercis;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16338;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16339;N/A;Fraxinus;2006;2005;non;passages fréquents ou arrêts;vigoureux
16340;jullibrissin;Albizia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16341;pseudoacacia;Robinia;2009;2005;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16342;hippocastanum;Aesculus;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16343;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16344;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16345;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16346;grandiflora;Magnolia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16347;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16348;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16349;baccata;Taxus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16350;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16351;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16352;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16353;utilis;Betula;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16354;campestris;Acer;2013;2010;non;passages fréquents ou arrêts;vigoureux
16355;platanor;Platanus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16356;arizonica;Cupressus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16357;colurna;Corylus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16358;N/A;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux
16359;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16360;alba;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16361;ornus;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16362;japonicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16363;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire
16364;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16365;sylvatica;Fagus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16366;myrcinifolia;Quercus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16367;cerris;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16368;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16369;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire
16370;occidentalis;Celtis;2004;2000;non;passages fréquents ou arrêts;vigoureux
16371;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16372;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
16373;N/A;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux
16374;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16375;oxycarpa;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16376;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16377;calleryana;Pyrus;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux
16378;freemani;Acer;2014;2010;oui;passages fréquents ou arrêts;vigoureux
16379;japonica;Sophora;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux
16380;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16381;tulipifera;Liriodendron;2006;2005;non;passages fréquents ou arrêts;vigoureux
16382;decurens;Libocedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16383;cordata;Tilia;2006;2005;non;passages fréquents et arrêts fréquents;vigoureux
16384;cordata;Alnus;2004;2000;non;passages fréquents ou arrêts;vigoureux
16385;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16386;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux
16387;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement
