ID;species;genus;seedingYear;seeding5YearPeriod;sidewalkProximity;environmentBusyness;vigor;stumpDiameter;stumpDiameterGroup
13008;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13009;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13010;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13011;Unknown;Salix;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13012;fraxinifolia;Pterocarya;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13013;calleryana;Pyrus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13014;sylvestris;Pinus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13015;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13016;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13017;verrucosa;Betula;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement;10 à 20 cm;0
13018;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
13019;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;90 à 100 cm;0
13020;atlantica;Cedrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13021;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13022;orientalis;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13023;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13024;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13025;acerifolia;Platanus;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13026;saccharinum;Acer;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
13027;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13028;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;160 à 170 cm;0
13029;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13030;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13031;excelsior;Fraxinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13032;Unknown;Acer;2004;2000;non;quelques passages;vigoureux;20 à 30 cm;0
13033;pumila;Malus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13034;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13035;tomentosa;Paulownia;2008;2005;non;quelques passages;vigoureux;30 à 40 cm;0
13036;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13037;cordata;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13038;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13039;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13040;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13041;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13042;cerris;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13043;leylandii;Cupressocyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13044;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13045;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13046;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13047;Unknown;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13048;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13049;bombycis;Morus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13050;calleryana;Pyrus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13051;sylvestris;Pinus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13052;pendula;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13053;tulipifera;Liriodendron;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13054;verrucosa;Betula;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13055;canadensis;Amélanchier;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13056;Unknown;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13057;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13058;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13059;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13060;monspessulanum;Acer;2013;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13061;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13062;styraciflua;Liquidambar;2009;2005;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
13063;nigra;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13064;abies;Picea;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13065;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13066;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13067;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13068;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13069;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13070;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13071;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13072;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;50 à 60 cm;0
13073;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13074;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13075;angustifolia;Fraxinus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13076;betulus;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;10 à 20 cm;0
13077;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13078;utilis;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13079;baccata;Taxus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13080;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13081;pseudoplatanus;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13082;campestris;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13083;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;100 à 110 cm;0
13084;hippocastanum;Aesculus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13085;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13086;palustris;Quercus;2004;2000;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13087;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13088;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13089;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13090;virginiana;Diospyros;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13091;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
13092;atlantica;Cedrus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
13093;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13094;triacanthos;Gleditsia;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13095;Unknown;Pinus;2004;2000;non;quelques passages;vigueur intermédiaire;20 à 30 cm;0
13096;paniculata;Koelreuteria;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
13097;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;80 à 90 cm;0
13098;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13099;danielli;Tetradium;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13100;danielli;Tetradium;2015;2015;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13101;styraciflua;Liquidambar;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13102;grandiflora;Magnolia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13103;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;10 à 20 cm;0
13104;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13105;Unknown;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13106;amurense;Syringa;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13107;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13108;pseudoacacia;Robinia;2010;2010;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13109;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13110;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13111;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13112;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13113;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13114;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13115;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13116;japonica;Sophora;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13117;triacanthos;Gleditsia;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13118;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;60 à 70 cm;0
13119;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13120;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13121;platanoides;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
13122;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13123;robur;Quercus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13124;cerris;Quercus;2006;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13125;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13126;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13127;styraciflua;Liquidambar;2009;2005;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13128;nigra;Pinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
13129;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13130;americana;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13131;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
13132;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13133;styraciflua;Liquidambar;2004;2000;non;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
13134;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13135;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13136;minor;Ulmus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13137;altissima;Ailanthus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13138;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13139;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13140;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
13141;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13142;cappadocicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13143;saccharinum;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13144;cappadocicum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13145;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13146;plicata;Thuja;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;80 à 90 cm;0
13147;henryana;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13148;betulus;Carpinus;2006;2005;non;passages fréquents ou arrêts;vigoureux;0 à 10 cm;0
13149;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
13150;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13151;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13152;tulipifera;Liriodendron;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13153;campestris;Acer;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13154;platanor;Platanus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13155;bignonoides;Catalpa;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13156;altissima;Ailanthus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13157;angustifolia;Fraxinus;2005;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13158;acerifolia;Platanus;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13159;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13160;Unknown;Alnus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13161;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13162;cordata;Alnus;2004;2000;non;passages fréquents ou arrêts;vigueur intermédiaire;20 à 30 cm;0
13163;siliquastrum;Cercis;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13164;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13165;cerris;Quercus;2014;2010;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13166;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13167;utilis;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13168;lawsoniana;Chamaecyparis;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13169;tomentosa;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13170;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13171;torminalis;Sorbus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13172;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13173;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13174;colurna;Corylus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13175;biloba;Ginkgo;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13176;cordata;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13177;tulipifera;Liriodendron;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13178;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13179;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;60 à 70 cm;0
13180;Unknown;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
13181;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;30 à 40 cm;0
13182;saccharinum;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13183;tomentosa;Tilia;2009;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13184;Unknown;Fraxinus;2005;2005;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13185;monspessulanum;Acer;2013;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13186;calleryana;Pyrus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13187;campestre;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13188;Unknown;Carpinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13189;danielli;Tetradium;2015;2015;oui;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13190;siliquastrum;Cercis;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;20 à 30 cm;0
13191;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13192;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13193;negundo;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13194;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
13195;acerifolia;Platanus;2005;2005;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13196;minor;Ulmus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13197;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;70 à 80 cm;0
13198;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13199;robusta;Populus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13200;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13201;nigra;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;0 à 10 cm;0
13202;baccata;Taxus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13203;laevigata;Crataegus;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13204;sylvestris;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13205;serrulata;Prunus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13206;ginnala;Acer;2004;2000;non;passages fréquents ou arrêts;vieillissement dépérissement;10 à 20 cm;0
13207;styraciflua;Liquidambar;2009;2005;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;10 à 20 cm;0
13208;platanoides;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13209;robusta;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;130 à 140 cm;0
13210;australis;Celtis;2011;2010;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13211;styraciflua;Liquidambar;2009;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13212;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13213;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13214;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13215;robusta;Populus;2004;2000;non;passages fréquents ou arrêts;vigoureux;70 à 80 cm;0
13216;sylvestris;Pinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13217;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13218;colurna;Corylus;2004;2000;non;passages fréquents ou arrêts;vigoureux;50 à 60 cm;0
13219;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;80 à 90 cm;0
13220;myrcinifolia;Quercus;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13221;excelsior;Fraxinus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13222;cordata;Alnus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13223;serrulata;Prunus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13224;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13225;canadensis;Amélanchier;2015;2015;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13226;platyphyllos;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13227;triacanthos;Gleditsia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13228;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
13229;acerifolia;Platanus;2004;2000;non;passages fréquents ou arrêts;vigoureux;30 à 40 cm;0
13230;acerifolia;Platanus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13231;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13232;danielli;Tetradium;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13233;parviflora;Aesculus;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13234;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13235;verrucosa;Betula;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13236;nigra;Pinus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13237;orientalis;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13238;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13239;tulipifera;Liriodendron;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;20 à 30 cm;0
13240;styraciflua;Liquidambar;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;40 à 50 cm;0
13241;betulus;Carpinus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;0 à 10 cm;0
13242;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13243;tomentosa;Tilia;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;30 à 40 cm;0
13244;acerifolia;Platanus;2005;2005;non;passages fréquents et arrêts fréquents;vigoureux;10 à 20 cm;0
13245;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13246;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigueur intermédiaire;40 à 50 cm;0
13247;Unknown;Fraxinus;2005;2005;oui;passages fréquents ou arrêts;vigoureux;20 à 30 cm;0
13248;nigra;Populus;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;60 à 70 cm;0
13249;Unknown;Thuja;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13250;verrucosa;Betula;2004;2000;non;passages fréquents et arrêts fréquents;vigueur intermédiaire;30 à 40 cm;0
13251;carpinifolia;Ostrya;2006;2005;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13252;platyphyllos;Tilia;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;50 à 60 cm;0
13253;pseudoplatanus;Acer;2004;2000;non;passages fréquents et arrêts fréquents;vieillissement dépérissement;20 à 30 cm;0
13254;campestris;Acer;2004;2000;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13255;acerifolia;Platanus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;60 à 70 cm;0
13256;acerifolia;Platanus;2004;2000;oui;passages fréquents et arrêts fréquents;vigoureux;70 à 80 cm;0
13257;sylvatica;Fagus;2004;2000;non;passages fréquents et arrêts fréquents;vigoureux;110 à 120 cm;0
13258;pumila;Malus;2014;2010;non;passages fréquents ou arrêts;vigoureux;10 à 20 cm;0
13259;Unknown;Fraxinus;2004;2000;non;passages fréquents ou arrêts;vigoureux;40 à 50 cm;0
